,customer_id,timestamp,location
0,<__main__.Customer object at 0x7f8e2c457d00>,07:00,entrance
1,<__main__.Customer object at 0x7f8e2c457d00>,07:01,spices
2,<__main__.Customer object at 0x7f8e0ff80c70>,07:01,entrance
3,<__main__.Customer object at 0x7f8e2c457d00>,07:02,spices
4,<__main__.Customer object at 0x7f8e0ff80c70>,07:02,dairy
5,<__main__.Customer object at 0x7f8e0ff808b0>,07:02,entrance
6,<__main__.Customer object at 0x7f8e2c457d00>,07:03,dairy
7,<__main__.Customer object at 0x7f8e0ff808b0>,07:03,entrance
8,<__main__.Customer object at 0x7f8e0ff809a0>,07:03,entrance
9,<__main__.Customer object at 0x7f8e2c457d00>,07:04,dairy
10,<__main__.Customer object at 0x7f8e0ff808b0>,07:04,dairy
11,<__main__.Customer object at 0x7f8e0ff809a0>,07:04,spices
12,<__main__.Customer object at 0x7f8e0ff80ee0>,07:04,entrance
13,<__main__.Customer object at 0x7f8e2c457d00>,07:05,dairy
14,<__main__.Customer object at 0x7f8e0ff808b0>,07:05,drinks
15,<__main__.Customer object at 0x7f8e0ff809a0>,07:05,dairy
16,<__main__.Customer object at 0x7f8e0ff80ee0>,07:05,fruit
17,<__main__.Customer object at 0x7f8e0ff81030>,07:05,entrance
18,<__main__.Customer object at 0x7f8e2c457d00>,07:06,dairy
19,<__main__.Customer object at 0x7f8e0ff809a0>,07:06,dairy
20,<__main__.Customer object at 0x7f8e0ff80ee0>,07:06,fruit
21,<__main__.Customer object at 0x7f8e0ff81030>,07:06,fruit
22,<__main__.Customer object at 0x7f8e0ff80fd0>,07:06,entrance
23,<__main__.Customer object at 0x7f8e2c457d00>,07:07,dairy
24,<__main__.Customer object at 0x7f8e0ff809a0>,07:07,dairy
25,<__main__.Customer object at 0x7f8e0ff80ee0>,07:07,fruit
26,<__main__.Customer object at 0x7f8e0ff80fd0>,07:07,entrance
27,<__main__.Customer object at 0x7f8e0ff80af0>,07:07,entrance
28,<__main__.Customer object at 0x7f8e2c457d00>,07:08,dairy
