,customer_id,timestamp,location
0,<__main__.Customer object at 0x7f1544db6140>,07:00,entrance
1,<__main__.Customer object at 0x7f1544db6140>,07:01,fruit
2,<__main__.Customer object at 0x7f1544db51b0>,07:01,entrance
3,<__main__.Customer object at 0x7f1544db51b0>,07:02,entrance
4,<__main__.Customer object at 0x7f1544db6920>,07:02,entrance
5,<__main__.Customer object at 0x7f1544db51b0>,07:03,spices
6,<__main__.Customer object at 0x7f1544db6920>,07:03,drinks
7,<__main__.Customer object at 0x7f1544db70d0>,07:03,entrance
8,<__main__.Customer object at 0x7f1544db51b0>,07:04,spices
9,<__main__.Customer object at 0x7f1544db6920>,07:04,drinks
10,<__main__.Customer object at 0x7f1544db70d0>,07:04,spices
11,<__main__.Customer object at 0x7f1546a938b0>,07:04,entrance
12,<__main__.Customer object at 0x7f1544db51b0>,07:05,spices
13,<__main__.Customer object at 0x7f1544db6920>,07:05,drinks
14,<__main__.Customer object at 0x7f1544db70d0>,07:05,spices
15,<__main__.Customer object at 0x7f1546a938b0>,07:05,dairy
16,<__main__.Customer object at 0x7f1546a91840>,07:05,entrance
17,<__main__.Customer object at 0x7f1544db6920>,07:06,drinks
18,<__main__.Customer object at 0x7f1546a938b0>,07:06,dairy
19,<__main__.Customer object at 0x7f1546a91840>,07:06,spices
20,<__main__.Customer object at 0x7f1546a92350>,07:06,entrance
21,<__main__.Customer object at 0x7f1546a938b0>,07:07,dairy
22,<__main__.Customer object at 0x7f1546a91840>,07:07,dairy
23,<__main__.Customer object at 0x7f1546a92350>,07:07,spices
24,<__main__.Customer object at 0x7f1546836920>,07:07,entrance
25,<__main__.Customer object at 0x7f1546a938b0>,07:08,spices
26,<__main__.Customer object at 0x7f1546a91840>,07:08,dairy
27,<__main__.Customer object at 0x7f1546a92350>,07:08,dairy
28,<__main__.Customer object at 0x7f1546836920>,07:08,fruit
29,<__main__.Customer object at 0x7f1544db7160>,07:08,entrance
30,<__main__.Customer object at 0x7f1546a938b0>,07:09,spices
31,<__main__.Customer object at 0x7f1546a91840>,07:09,dairy
32,<__main__.Customer object at 0x7f1546a92350>,07:09,dairy
33,<__main__.Customer object at 0x7f1546836920>,07:09,fruit
34,<__main__.Customer object at 0x7f1544db7160>,07:09,drinks
35,<__main__.Customer object at 0x7f1544db7cd0>,07:09,entrance
36,<__main__.Customer object at 0x7f1546a91840>,07:10,dairy
37,<__main__.Customer object at 0x7f1546a92350>,07:10,dairy
38,<__main__.Customer object at 0x7f1546836920>,07:10,fruit
39,<__main__.Customer object at 0x7f1544db7160>,07:10,drinks
40,<__main__.Customer object at 0x7f1544db7cd0>,07:10,dairy
41,<__main__.Customer object at 0x7f1544db53f0>,07:10,entrance
42,<__main__.Customer object at 0x7f1546a91840>,07:11,dairy
43,<__main__.Customer object at 0x7f1546a92350>,07:11,dairy
44,<__main__.Customer object at 0x7f1546836920>,07:11,spices
45,<__main__.Customer object at 0x7f1544db7160>,07:11,drinks
46,<__main__.Customer object at 0x7f1544db7cd0>,07:11,dairy
47,<__main__.Customer object at 0x7f1544db53f0>,07:11,dairy
48,<__main__.Customer object at 0x7f1544db71c0>,07:11,entrance
49,<__main__.Customer object at 0x7f1546a91840>,07:12,dairy
50,<__main__.Customer object at 0x7f1546a92350>,07:12,dairy
51,<__main__.Customer object at 0x7f1546836920>,07:12,spices
52,<__main__.Customer object at 0x7f1544db7160>,07:12,spices
53,<__main__.Customer object at 0x7f1544db7cd0>,07:12,dairy
54,<__main__.Customer object at 0x7f1544db53f0>,07:12,drinks
55,<__main__.Customer object at 0x7f1544db71c0>,07:12,drinks
56,<__main__.Customer object at 0x7f1544db6440>,07:12,entrance
57,<__main__.Customer object at 0x7f1546a91840>,07:13,dairy
58,<__main__.Customer object at 0x7f1546a92350>,07:13,dairy
59,<__main__.Customer object at 0x7f1544db7160>,07:13,spices
60,<__main__.Customer object at 0x7f1544db7cd0>,07:13,dairy
61,<__main__.Customer object at 0x7f1544db53f0>,07:13,fruit
62,<__main__.Customer object at 0x7f1544db71c0>,07:13,drinks
63,<__main__.Customer object at 0x7f1544db6440>,07:13,dairy
64,<__main__.Customer object at 0x7f1544db4640>,07:13,entrance
65,<__main__.Customer object at 0x7f1546a91840>,07:14,dairy
66,<__main__.Customer object at 0x7f1546a92350>,07:14,dairy
67,<__main__.Customer object at 0x7f1544db7160>,07:14,drinks
68,<__main__.Customer object at 0x7f1544db7cd0>,07:14,dairy
69,<__main__.Customer object at 0x7f1544db53f0>,07:14,fruit
70,<__main__.Customer object at 0x7f1544db71c0>,07:14,spices
71,<__main__.Customer object at 0x7f1544db6440>,07:14,dairy
72,<__main__.Customer object at 0x7f1544db4640>,07:14,dairy
73,<__main__.Customer object at 0x7f1544db5bd0>,07:14,entrance
74,<__main__.Customer object at 0x7f1546a91840>,07:15,dairy
75,<__main__.Customer object at 0x7f1546a92350>,07:15,dairy
76,<__main__.Customer object at 0x7f1544db7160>,07:15,spices
77,<__main__.Customer object at 0x7f1544db7cd0>,07:15,fruit
78,<__main__.Customer object at 0x7f1544db53f0>,07:15,fruit
79,<__main__.Customer object at 0x7f1544db71c0>,07:15,spices
80,<__main__.Customer object at 0x7f1544db6440>,07:15,dairy
81,<__main__.Customer object at 0x7f1544db4640>,07:15,dairy
82,<__main__.Customer object at 0x7f1544db5bd0>,07:15,spices
83,<__main__.Customer object at 0x7f1544db6470>,07:15,entrance
84,<__main__.Customer object at 0x7f1546a91840>,07:16,dairy
85,<__main__.Customer object at 0x7f1546a92350>,07:16,dairy
86,<__main__.Customer object at 0x7f1544db7160>,07:16,dairy
87,<__main__.Customer object at 0x7f1544db7cd0>,07:16,fruit
88,<__main__.Customer object at 0x7f1544db71c0>,07:16,spices
89,<__main__.Customer object at 0x7f1544db6440>,07:16,dairy
90,<__main__.Customer object at 0x7f1544db4640>,07:16,dairy
91,<__main__.Customer object at 0x7f1544db5bd0>,07:16,spices
92,<__main__.Customer object at 0x7f1544db6470>,07:16,fruit
93,<__main__.Customer object at 0x7f1544db6530>,07:16,entrance
94,<__main__.Customer object at 0x7f1546a91840>,07:17,dairy
95,<__main__.Customer object at 0x7f1546a92350>,07:17,dairy
96,<__main__.Customer object at 0x7f1544db7160>,07:17,dairy
97,<__main__.Customer object at 0x7f1544db7cd0>,07:17,spices
98,<__main__.Customer object at 0x7f1544db6440>,07:17,dairy
99,<__main__.Customer object at 0x7f1544db4640>,07:17,dairy
100,<__main__.Customer object at 0x7f1544db5bd0>,07:17,dairy
101,<__main__.Customer object at 0x7f1544db6470>,07:17,spices
102,<__main__.Customer object at 0x7f1544db6530>,07:17,dairy
103,<__main__.Customer object at 0x7f1544db7100>,07:17,entrance
104,<__main__.Customer object at 0x7f1546a91840>,07:18,dairy
105,<__main__.Customer object at 0x7f1546a92350>,07:18,drinks
106,<__main__.Customer object at 0x7f1544db7160>,07:18,dairy
107,<__main__.Customer object at 0x7f1544db6440>,07:18,dairy
108,<__main__.Customer object at 0x7f1544db4640>,07:18,drinks
109,<__main__.Customer object at 0x7f1544db5bd0>,07:18,dairy
110,<__main__.Customer object at 0x7f1544db6470>,07:18,spices
111,<__main__.Customer object at 0x7f1544db6530>,07:18,dairy
112,<__main__.Customer object at 0x7f1544db7100>,07:18,dairy
113,<__main__.Customer object at 0x7f1544db4310>,07:18,entrance
114,<__main__.Customer object at 0x7f1546a91840>,07:19,dairy
115,<__main__.Customer object at 0x7f1544db7160>,07:19,dairy
116,<__main__.Customer object at 0x7f1544db6440>,07:19,dairy
117,<__main__.Customer object at 0x7f1544db4640>,07:19,drinks
118,<__main__.Customer object at 0x7f1544db5bd0>,07:19,dairy
119,<__main__.Customer object at 0x7f1544db6470>,07:19,spices
120,<__main__.Customer object at 0x7f1544db6530>,07:19,dairy
121,<__main__.Customer object at 0x7f1544db7100>,07:19,dairy
122,<__main__.Customer object at 0x7f1544db4310>,07:19,fruit
123,<__main__.Customer object at 0x7f1544db63e0>,07:19,entrance
124,<__main__.Customer object at 0x7f1546a91840>,07:20,dairy
125,<__main__.Customer object at 0x7f1544db7160>,07:20,dairy
126,<__main__.Customer object at 0x7f1544db6440>,07:20,dairy
127,<__main__.Customer object at 0x7f1544db4640>,07:20,drinks
128,<__main__.Customer object at 0x7f1544db6470>,07:20,spices
129,<__main__.Customer object at 0x7f1544db6530>,07:20,dairy
130,<__main__.Customer object at 0x7f1544db7100>,07:20,dairy
131,<__main__.Customer object at 0x7f1544db63e0>,07:20,entrance
132,<__main__.Customer object at 0x7f1544db73a0>,07:20,entrance
133,<__main__.Customer object at 0x7f1546a91840>,07:21,dairy
134,<__main__.Customer object at 0x7f1544db7160>,07:21,dairy
135,<__main__.Customer object at 0x7f1544db6440>,07:21,dairy
136,<__main__.Customer object at 0x7f1544db4640>,07:21,drinks
137,<__main__.Customer object at 0x7f1544db6470>,07:21,drinks
138,<__main__.Customer object at 0x7f1544db6530>,07:21,dairy
139,<__main__.Customer object at 0x7f1544db63e0>,07:21,entrance
140,<__main__.Customer object at 0x7f1544db73a0>,07:21,fruit
141,<__main__.Customer object at 0x7f1544db7490>,07:21,entrance
142,<__main__.Customer object at 0x7f1546a91840>,07:22,fruit
143,<__main__.Customer object at 0x7f1544db7160>,07:22,dairy
144,<__main__.Customer object at 0x7f1544db6440>,07:22,dairy
145,<__main__.Customer object at 0x7f1544db4640>,07:22,drinks
146,<__main__.Customer object at 0x7f1544db6530>,07:22,dairy
147,<__main__.Customer object at 0x7f1544db63e0>,07:22,drinks
148,<__main__.Customer object at 0x7f1544db7490>,07:22,entrance
149,<__main__.Customer object at 0x7f1544db4fd0>,07:22,entrance
150,<__main__.Customer object at 0x7f1546a91840>,07:23,fruit
151,<__main__.Customer object at 0x7f1544db7160>,07:23,dairy
152,<__main__.Customer object at 0x7f1544db6440>,07:23,dairy
153,<__main__.Customer object at 0x7f1544db6530>,07:23,dairy
154,<__main__.Customer object at 0x7f1544db63e0>,07:23,dairy
155,<__main__.Customer object at 0x7f1544db7490>,07:23,dairy
156,<__main__.Customer object at 0x7f1544db4fd0>,07:23,dairy
157,<__main__.Customer object at 0x7f1544db7550>,07:23,entrance
