,customer_id,timestamp,location
0,<__main__.Customer object at 0x7f1544d4f250>,07:00,entrance
1,<__main__.Customer object at 0x7f1544d4f250>,07:01,dairy
2,<__main__.Customer object at 0x7f1544d4d9f0>,07:01,entrance
3,<__main__.Customer object at 0x7f1544d4f250>,07:02,dairy
4,<__main__.Customer object at 0x7f1544d4d9f0>,07:02,fruit
5,<__main__.Customer object at 0x7f1544d4da50>,07:02,entrance
6,<__main__.Customer object at 0x7f1544d4d9f0>,07:03,fruit
7,<__main__.Customer object at 0x7f1544d4da50>,07:03,dairy
8,<__main__.Customer object at 0x7f1544d4f8b0>,07:03,entrance
9,<__main__.Customer object at 0x7f1544d4da50>,07:04,dairy
10,<__main__.Customer object at 0x7f1544d4f8b0>,07:04,dairy
11,<__main__.Customer object at 0x7f1544d4c760>,07:04,entrance
12,<__main__.Customer object at 0x7f1544d4da50>,07:05,fruit
13,<__main__.Customer object at 0x7f1544d4f8b0>,07:05,spices
14,<__main__.Customer object at 0x7f1544d4c760>,07:05,fruit
15,<__main__.Customer object at 0x7f1544d4d570>,07:05,entrance
16,<__main__.Customer object at 0x7f1544d4da50>,07:06,dairy
17,<__main__.Customer object at 0x7f1544d4f8b0>,07:06,drinks
18,<__main__.Customer object at 0x7f1544d4c760>,07:06,fruit
19,<__main__.Customer object at 0x7f1544d4d570>,07:06,fruit
20,<__main__.Customer object at 0x7f1544d4e320>,07:06,entrance
21,<__main__.Customer object at 0x7f1544d4da50>,07:07,dairy
22,<__main__.Customer object at 0x7f1544d4f8b0>,07:07,drinks
23,<__main__.Customer object at 0x7f1544d4c760>,07:07,drinks
24,<__main__.Customer object at 0x7f1544d4d570>,07:07,drinks
25,<__main__.Customer object at 0x7f1544d4e320>,07:07,fruit
26,<__main__.Customer object at 0x7f1544d4f6d0>,07:07,entrance
27,<__main__.Customer object at 0x7f1544d4da50>,07:08,dairy
28,<__main__.Customer object at 0x7f1544d4c760>,07:08,drinks
29,<__main__.Customer object at 0x7f1544d4d570>,07:08,drinks
30,<__main__.Customer object at 0x7f1544d4e320>,07:08,fruit
31,<__main__.Customer object at 0x7f1544d4f6d0>,07:08,spices
32,<__main__.Customer object at 0x7f1544d4efb0>,07:08,entrance
33,<__main__.Customer object at 0x7f1544d4c760>,07:09,drinks
34,<__main__.Customer object at 0x7f1544d4d570>,07:09,drinks
35,<__main__.Customer object at 0x7f1544d4e320>,07:09,drinks
36,<__main__.Customer object at 0x7f1544d4f6d0>,07:09,fruit
37,<__main__.Customer object at 0x7f1544d4efb0>,07:09,fruit
38,<__main__.Customer object at 0x7f1544d4c250>,07:09,entrance
39,<__main__.Customer object at 0x7f1544d4c760>,07:10,drinks
40,<__main__.Customer object at 0x7f1544d4d570>,07:10,drinks
41,<__main__.Customer object at 0x7f1544d4e320>,07:10,drinks
42,<__main__.Customer object at 0x7f1544d4f6d0>,07:10,fruit
43,<__main__.Customer object at 0x7f1544d4efb0>,07:10,fruit
44,<__main__.Customer object at 0x7f1544d4c250>,07:10,dairy
45,<__main__.Customer object at 0x7f1544d4e3b0>,07:10,entrance
46,<__main__.Customer object at 0x7f1544d4c760>,07:11,fruit
47,<__main__.Customer object at 0x7f1544d4d570>,07:11,drinks
48,<__main__.Customer object at 0x7f1544d4e320>,07:11,drinks
49,<__main__.Customer object at 0x7f1544d4f6d0>,07:11,fruit
50,<__main__.Customer object at 0x7f1544d4c250>,07:11,dairy
51,<__main__.Customer object at 0x7f1544d4e3b0>,07:11,fruit
52,<__main__.Customer object at 0x7f1544d4ce20>,07:11,entrance
53,<__main__.Customer object at 0x7f1544d4c760>,07:12,dairy
54,<__main__.Customer object at 0x7f1544d4d570>,07:12,drinks
55,<__main__.Customer object at 0x7f1544d4e320>,07:12,drinks
56,<__main__.Customer object at 0x7f1544d4f6d0>,07:12,fruit
57,<__main__.Customer object at 0x7f1544d4c250>,07:12,dairy
58,<__main__.Customer object at 0x7f1544d4ce20>,07:12,entrance
59,<__main__.Customer object at 0x7f1544d4d4e0>,07:12,entrance
60,<__main__.Customer object at 0x7f1544d4c760>,07:13,dairy
